id"checkpoint_id"camper_id"checkin"checkin_date"created"updated
18065"954"34864"t"2019-10-03 06:54:32.567069-05"2019-10-03 06:54:32.57165-05"2019-10-03 06:54:32.571661-05
18067"954"34869"t"2019-10-03 06:54:51.538-05"2019-10-03 06:54:51.542727-05"2019-10-03 06:54:51.542739-05
18072"954"34863"t"2019-10-03 06:55:46.440455-05"2019-10-03 06:55:46.445138-05"2019-10-03 06:55:46.445148-05
18074"954"34835"t"2019-10-03 06:56:00.411996-05"2019-10-03 06:56:00.416837-05"2019-10-03 06:56:00.416847-05
18079"954"28481"t"2019-10-03 06:56:22.092678-05"2019-10-03 06:56:22.097392-05"2019-10-03 06:56:22.097403-05
18080"954"35088"t"2019-10-03 06:56:30.510376-05"2019-10-03 06:56:30.51529-05"2019-10-03 06:56:30.515301-05
18082"954"35007"t"2019-10-03 06:56:41.53722-05"2019-10-03 06:56:41.541949-05"2019-10-03 06:56:41.541961-05
18069"954"34857"t"2019-10-05 15:12:38.819651-05"2019-10-03 06:55:09.827679-05"2019-10-05 15:12:38.825067-05
18085"954"34870"t"2019-10-03 06:57:53.068631-05"2019-10-03 06:57:37.468265-05"2019-10-03 06:57:53.073286-05
18086"954"34840"t"2019-10-03 06:58:17.585084-05"2019-10-03 06:57:45.950526-05"2019-10-03 06:58:17.590414-05
18087"955"34814"t"2019-10-05 15:07:14.799458-05"2019-10-05 15:07:14.804359-05"2019-10-05 15:07:14.804371-05
18088"955"34776"t"2019-10-05 15:07:24.769273-05"2019-10-05 15:07:24.773866-05"2019-10-05 15:07:24.773883-05
18089"955"34881"t"2019-10-05 15:07:30.15659-05"2019-10-05 15:07:30.162241-05"2019-10-05 15:07:30.162252-05
18090"955"34948"t"2019-10-05 15:07:36.925236-05"2019-10-05 15:07:36.930024-05"2019-10-05 15:07:36.930043-05
18091"955"35107"t"2019-10-05 15:07:43.16833-05"2019-10-05 15:07:43.172911-05"2019-10-05 15:07:43.172921-05
18092"955"34871"t"2019-10-05 15:07:51.600561-05"2019-10-05 15:07:51.605387-05"2019-10-05 15:07:51.605398-05
18093"955"34893"t"2019-10-05 15:07:58.481428-05"2019-10-05 15:07:58.486071-05"2019-10-05 15:07:58.486082-05
18094"955"34929"t"2019-10-05 15:08:06.128887-05"2019-10-05 15:08:06.133561-05"2019-10-05 15:08:06.133572-05
18095"955"22166"t"2019-10-05 15:08:13.170132-05"2019-10-05 15:08:13.17471-05"2019-10-05 15:08:13.174721-05
18096"955"35005"t"2019-10-05 15:08:21.24877-05"2019-10-05 15:08:21.253536-05"2019-10-05 15:08:21.253548-05
18097"955"35046"t"2019-10-05 15:08:28.242067-05"2019-10-05 15:08:28.246662-05"2019-10-05 15:08:28.246673-05
18098"955"34873"t"2019-10-05 15:08:35.089044-05"2019-10-05 15:08:35.093677-05"2019-10-05 15:08:35.093687-05
18099"955"35114"t"2019-10-05 15:08:41.968849-05"2019-10-05 15:08:41.973744-05"2019-10-05 15:08:41.973755-05
18100"955"34866"t"2019-10-05 15:08:49.488349-05"2019-10-05 15:08:49.492806-05"2019-10-05 15:08:49.492817-05
18101"955"34838"t"2019-10-05 15:08:56.288771-05"2019-10-05 15:08:56.29345-05"2019-10-05 15:08:56.293461-05
18102"955"34894"t"2019-10-05 15:09:02.481323-05"2019-10-05 15:09:02.487937-05"2019-10-05 15:09:02.487954-05
18103"955"34997"t"2019-10-05 15:09:13.849295-05"2019-10-05 15:09:13.853966-05"2019-10-05 15:09:13.853976-05
18104"955"34914"t"2019-10-05 15:09:19.963505-05"2019-10-05 15:09:19.968056-05"2019-10-05 15:09:19.968067-05
18105"955"34839"t"2019-10-05 15:09:25.605535-05"2019-10-05 15:09:25.614485-05"2019-10-05 15:09:25.614497-05
18106"955"34895"t"2019-10-05 15:09:31.498524-05"2019-10-05 15:09:31.503241-05"2019-10-05 15:09:31.503252-05
18107"955"34850"t"2019-10-05 15:09:37.656367-05"2019-10-05 15:09:37.661091-05"2019-10-05 15:09:37.661124-05
18108"955"34995"t"2019-10-05 15:09:52.906031-05"2019-10-05 15:09:52.910494-05"2019-10-05 15:09:52.910504-05
18109"955"35077"t"2019-10-05 15:09:59.873463-05"2019-10-05 15:09:59.877973-05"2019-10-05 15:09:59.877983-05
18110"955"27913"t"2019-10-05 15:10:29.898551-05"2019-10-05 15:10:29.903261-05"2019-10-05 15:10:29.903272-05
18111"955"28481"t"2019-10-05 15:10:55.013549-05"2019-10-05 15:10:55.018973-05"2019-10-05 15:10:55.018984-05
18112"955"34835"t"2019-10-05 15:11:07.695297-05"2019-10-05 15:11:07.699856-05"2019-10-05 15:11:07.699867-05
18113"955"34869"t"2019-10-05 15:11:14.938782-05"2019-10-05 15:11:14.943325-05"2019-10-05 15:11:14.943335-05
18114"955"34870"t"2019-10-05 15:11:24.330022-05"2019-10-05 15:11:24.334547-05"2019-10-05 15:11:24.334557-05
18073"954"34707"t"2019-10-05 15:11:35.722307-05"2019-10-03 06:55:54.196513-05"2019-10-05 15:11:35.726887-05
18077"954"34875"t"2019-10-05 15:11:45.881592-05"2019-10-03 06:56:16.20348-05"2019-10-05 15:11:45.886232-05
18115"955"34867"t"2019-10-05 15:11:52.698622-05"2019-10-05 15:11:52.703174-05"2019-10-05 15:11:52.703184-05
18078"954"34862"t"2019-10-05 15:11:56.041659-05"2019-10-03 06:56:20.240278-05"2019-10-05 15:11:56.046221-05
18116"955"34863"t"2019-10-05 15:12:00.169099-05"2019-10-05 15:12:00.175819-05"2019-10-05 15:12:00.175835-05
18070"954"34898"t"2019-10-05 15:12:05.488236-05"2019-10-03 06:55:16.730917-05"2019-10-05 15:12:05.493642-05
18117"955"34840"t"2019-10-05 15:12:08.860375-05"2019-10-05 15:12:08.865228-05"2019-10-05 15:12:08.86524-05
18118"955"34877"t"2019-10-05 15:12:15.778932-05"2019-10-05 15:12:15.783563-05"2019-10-05 15:12:15.783574-05
18052"954"34998"t"2019-10-05 15:12:16.778595-05"2019-10-03 06:53:44.427787-05"2019-10-05 15:12:16.783062-05
18119"955"34864"t"2019-10-05 15:12:26.01151-05"2019-10-05 15:12:26.016142-05"2019-10-05 15:12:26.016153-05
18076"954"34861"t"2019-10-05 15:12:30.04457-05"2019-10-03 06:56:12.63734-05"2019-10-05 15:12:30.049164-05
18120"955"35007"t"2019-10-05 15:12:33.418266-05"2019-10-05 15:12:33.422879-05"2019-10-05 15:12:33.422889-05
18121"955"35088"t"2019-10-05 15:12:39.367648-05"2019-10-05 15:12:39.372391-05"2019-10-05 15:12:39.372403-05
18060"954"35025"t"2019-10-05 15:12:45.636755-05"2019-10-03 06:54:15.861039-05"2019-10-05 15:12:45.64124-05
18068"954"34930"t"2019-10-05 15:12:53.982446-05"2019-10-03 06:54:59.234192-05"2019-10-05 15:12:53.986781-05
18075"954"34773"t"2019-10-05 15:13:14.983342-05"2019-10-03 06:56:08.685416-05"2019-10-05 15:13:14.989538-05
18066"954"34841"t"2019-10-05 15:13:24.46045-05"2019-10-03 06:54:43.080107-05"2019-10-05 15:13:24.46482-05
18062"954"35122"t"2019-10-05 15:13:32.524461-05"2019-10-03 06:54:22.73722-05"2019-10-05 15:13:32.528874-05
18084"954"34843"t"2019-10-05 15:13:41.699157-05"2019-10-03 06:56:54.018417-05"2019-10-05 15:13:41.703619-05
18083"954"34865"t"2019-10-05 15:13:56.28524-05"2019-10-03 06:56:45.810366-05"2019-10-05 15:13:56.289702-05
18081"954"34872"t"2019-10-05 15:14:08.019891-05"2019-10-03 06:56:40.395795-05"2019-10-05 15:14:08.024343-05
18071"954"35112"t"2019-10-05 15:14:19.678035-05"2019-10-03 06:55:32.117865-05"2019-10-05 15:14:19.682532-05
18054"954"34880"t"2019-10-05 15:14:27.868457-05"2019-10-03 06:53:53.451912-05"2019-10-05 15:14:27.872834-05
18043"954"34891"t"2019-10-05 15:14:34.67632-05"2019-10-03 06:52:48.291298-05"2019-10-05 15:14:34.681232-05
18122"955"34872"t"2019-10-05 15:15:37.502345-05"2019-10-05 15:15:37.506864-05"2019-10-05 15:15:37.506875-05
18123"955"35112"t"2019-10-05 15:16:02.244172-05"2019-10-05 15:16:02.249363-05"2019-10-05 15:16:02.249373-05
18124"955"34880"t"2019-10-05 15:16:16.151766-05"2019-10-05 15:16:16.156376-05"2019-10-05 15:16:16.156387-05
18125"955"34891"t"2019-10-05 15:16:27.696513-05"2019-10-05 15:16:27.701206-05"2019-10-05 15:16:27.701217-05
18126"955"35122"t"2019-10-05 15:16:51.380894-05"2019-10-05 15:16:51.385514-05"2019-10-05 15:16:51.385524-05
18127"955"34841"t"2019-10-05 15:17:05.695037-05"2019-10-05 15:17:05.702402-05"2019-10-05 15:17:05.702419-05
18128"955"34843"t"2019-10-05 15:17:40.553253-05"2019-10-05 15:17:40.557975-05"2019-10-05 15:17:40.557986-05
18129"955"34773"t"2019-10-05 15:17:52.625679-05"2019-10-05 15:17:52.630117-05"2019-10-05 15:17:52.630129-05
18130"955"34865"t"2019-10-05 15:18:05.180685-05"2019-10-05 15:18:05.185283-05"2019-10-05 15:18:05.185294-05
18131"955"34898"t"2019-10-05 15:18:18.67427-05"2019-10-05 15:18:18.678915-05"2019-10-05 15:18:18.678926-05
18132"955"34998"t"2019-10-05 15:18:30.871643-05"2019-10-05 15:18:30.87801-05"2019-10-05 15:18:30.878028-05
18133"955"34861"t"2019-10-05 15:18:42.268929-05"2019-10-05 15:18:42.273454-05"2019-10-05 15:18:42.273464-05
18134"955"34857"t"2019-10-05 15:18:55.419119-05"2019-10-05 15:18:55.423612-05"2019-10-05 15:18:55.423622-05
18135"955"35025"t"2019-10-05 15:19:08.172747-05"2019-10-05 15:19:08.177335-05"2019-10-05 15:19:08.177347-05
18136"955"34930"t"2019-10-05 15:19:18.787047-05"2019-10-05 15:19:18.791777-05"2019-10-05 15:19:18.791788-05
18137"955"34875"t"2019-10-05 15:19:30.387339-05"2019-10-05 15:19:30.392534-05"2019-10-05 15:19:30.392545-05
18138"955"34862"t"2019-10-05 15:19:40.914331-05"2019-10-05 15:19:40.91891-05"2019-10-05 15:19:40.918921-05
18139"955"34707"t"2019-10-05 15:19:51.972774-05"2019-10-05 15:19:51.977401-05"2019-10-05 15:19:51.977412-05
18140"956"28803"t"2019-10-07 06:57:50.896877-05"2019-10-07 06:57:50.901529-05"2019-10-07 06:57:50.901542-05
18141"956"28788"t"2019-10-07 06:58:08.658064-05"2019-10-07 06:58:08.662695-05"2019-10-07 06:58:08.662706-05
18142"956"29024"t"2019-10-07 06:58:16.436921-05"2019-10-07 06:58:16.441669-05"2019-10-07 06:58:16.44168-05
18143"956"30109"t"2019-10-07 06:58:30.183447-05"2019-10-07 06:58:30.188036-05"2019-10-07 06:58:30.188046-05
18144"956"28738"t"2019-10-07 06:58:38.661511-05"2019-10-07 06:58:38.665993-05"2019-10-07 06:58:38.666005-05
18145"956"28717"t"2019-10-07 06:58:49.136435-05"2019-10-07 06:58:49.140895-05"2019-10-07 06:58:49.140905-05
18146"956"28809"t"2019-10-07 06:58:58.157883-05"2019-10-07 06:58:58.163532-05"2019-10-07 06:58:58.163549-05
18147"956"33265"t"2019-10-07 06:59:07.605891-05"2019-10-07 06:59:07.6106-05"2019-10-07 06:59:07.610611-05
18148"956"28763"t"2019-10-07 06:59:22.162053-05"2019-10-07 06:59:22.166576-05"2019-10-07 06:59:22.166586-05
18149"956"28747"t"2019-10-07 06:59:29.288073-05"2019-10-07 06:59:29.292875-05"2019-10-07 06:59:29.292885-05
18150"956"28841"t"2019-10-07 06:59:40.854559-05"2019-10-07 06:59:40.861664-05"2019-10-07 06:59:40.861692-05
18151"956"28988"t"2019-10-07 06:59:52.800444-05"2019-10-07 06:59:52.807284-05"2019-10-07 06:59:52.807302-05
18152"956"33279"t"2019-10-07 07:00:01.683232-05"2019-10-07 07:00:01.688059-05"2019-10-07 07:00:01.688071-05
18153"956"28801"t"2019-10-07 07:00:13.362983-05"2019-10-07 07:00:13.367536-05"2019-10-07 07:00:13.367548-05
18154"956"28728"t"2019-10-07 07:00:20.874915-05"2019-10-07 07:00:20.879287-05"2019-10-07 07:00:20.879297-05
18155"956"28775"t"2019-10-07 07:00:28.681399-05"2019-10-07 07:00:28.686061-05"2019-10-07 07:00:28.686072-05
18156"956"28846"t"2019-10-07 07:00:36.162521-05"2019-10-07 07:00:36.167029-05"2019-10-07 07:00:36.16704-05
18157"956"28826"t"2019-10-07 07:00:43.120235-05"2019-10-07 07:00:43.124905-05"2019-10-07 07:00:43.124917-05
18158"956"28766"t"2019-10-07 07:00:49.742098-05"2019-10-07 07:00:49.746674-05"2019-10-07 07:00:49.746685-05
18159"956"28622"t"2019-10-07 07:00:54.993262-05"2019-10-07 07:00:54.998615-05"2019-10-07 07:00:54.998626-05
18160"956"35019"t"2019-10-07 07:01:01.582757-05"2019-10-07 07:01:01.587266-05"2019-10-07 07:01:01.587277-05
18161"956"28720"t"2019-10-07 07:01:06.86138-05"2019-10-07 07:01:06.866711-05"2019-10-07 07:01:06.866722-05
18162"956"28806"t"2019-10-07 07:01:24.263632-05"2019-10-07 07:01:24.268264-05"2019-10-07 07:01:24.268275-05
18163"956"35150"t"2019-10-07 07:01:32.121373-05"2019-10-07 07:01:32.12597-05"2019-10-07 07:01:32.12598-05
18164"956"28726"t"2019-10-07 07:01:38.62223-05"2019-10-07 07:01:38.62669-05"2019-10-07 07:01:38.6267-05
18165"956"29023"t"2019-10-07 07:01:45.46151-05"2019-10-07 07:01:45.466035-05"2019-10-07 07:01:45.466047-05
18166"956"33301"t"2019-10-07 07:01:55.121677-05"2019-10-07 07:01:55.126403-05"2019-10-07 07:01:55.126415-05
18167"956"28685"t"2019-10-07 07:02:04.061936-05"2019-10-07 07:02:04.066686-05"2019-10-07 07:02:04.066696-05
18168"956"28781"t"2019-10-07 07:02:11.636318-05"2019-10-07 07:02:11.640902-05"2019-10-07 07:02:11.640914-05
18169"956"28787"t"2019-10-07 07:02:18.902226-05"2019-10-07 07:02:18.906929-05"2019-10-07 07:02:18.906939-05
18170"956"28994"t"2019-10-07 07:02:29.231639-05"2019-10-07 07:02:29.236177-05"2019-10-07 07:02:29.236188-05
18171"956"33202"t"2019-10-07 07:02:36.922964-05"2019-10-07 07:02:36.927627-05"2019-10-07 07:02:36.927638-05
18172"956"35009"t"2019-10-07 07:02:41.943124-05"2019-10-07 07:02:41.947798-05"2019-10-07 07:02:41.947808-05
18173"956"28790"t"2019-10-07 07:02:51.86177-05"2019-10-07 07:02:51.866403-05"2019-10-07 07:02:51.866414-05
18174"956"35026"t"2019-10-07 07:03:01.982795-05"2019-10-07 07:03:01.987698-05"2019-10-07 07:03:01.987709-05
18175"956"33116"t"2019-10-07 07:03:08.785293-05"2019-10-07 07:03:08.790083-05"2019-10-07 07:03:08.790096-05
18176"956"28800"t"2019-10-07 07:03:18.257869-05"2019-10-07 07:03:18.262338-05"2019-10-07 07:03:18.262348-05
18177"956"28780"t"2019-10-07 07:03:24.780269-05"2019-10-07 07:03:24.78497-05"2019-10-07 07:03:24.784981-05
18178"956"28743"t"2019-10-07 07:03:31.403302-05"2019-10-07 07:03:31.408047-05"2019-10-07 07:03:31.408058-05
18179"956"28773"t"2019-10-07 07:03:36.082099-05"2019-10-07 07:03:36.086711-05"2019-10-07 07:03:36.086721-05
18180"956"28779"t"2019-10-07 07:03:42.722625-05"2019-10-07 07:03:42.727342-05"2019-10-07 07:03:42.727354-05
18181"956"33437"t"2019-10-07 07:03:51.381558-05"2019-10-07 07:03:51.386011-05"2019-10-07 07:03:51.386021-05
18188"959"25786"t"2019-10-08 07:04:45.717492-05"2019-10-08 07:03:49.710591-05"2019-10-08 07:04:45.72204-05
18187"959"25732"t"2019-10-08 07:04:48.711933-05"2019-10-08 07:03:39.601387-05"2019-10-08 07:04:48.716375-05
18189"959"25680"t"2019-10-08 07:04:57.157377-05"2019-10-08 07:04:57.161829-05"2019-10-08 07:04:57.161841-05
18190"959"34992"t"2019-10-08 07:05:01.434887-05"2019-10-08 07:05:01.439708-05"2019-10-08 07:05:01.43972-05
18191"959"35000"t"2019-10-08 07:05:09.758667-05"2019-10-08 07:05:09.763313-05"2019-10-08 07:05:09.763324-05
18186"959"28629"t"2019-10-08 07:05:18.557323-05"2019-10-08 07:03:29.534304-05"2019-10-08 07:05:18.561736-05
18192"959"29597"t"2019-10-08 07:05:49.207743-05"2019-10-08 07:05:49.212272-05"2019-10-08 07:05:49.212283-05
18185"959"29545"t"2019-10-08 07:05:59.108536-05"2019-10-08 07:03:19.354441-05"2019-10-08 07:05:59.112969-05
18193"959"25675"t"2019-10-08 07:06:11.405751-05"2019-10-08 07:06:11.4105-05"2019-10-08 07:06:11.410511-05
18194"959"35002"t"2019-10-08 07:06:16.617068-05"2019-10-08 07:06:16.621668-05"2019-10-08 07:06:16.62168-05
18183"959"32229"t"2019-10-08 07:06:19.595879-05"2019-10-08 07:02:55.601222-05"2019-10-08 07:06:19.600303-05
18195"959"29450"t"2019-10-08 07:06:23.996173-05"2019-10-08 07:06:24.000827-05"2019-10-08 07:06:24.000838-05
18196"959"25478"t"2019-10-08 07:06:28.19779-05"2019-10-08 07:06:28.202296-05"2019-10-08 07:06:28.202306-05
18184"959"29598"t"2019-10-08 07:06:34.411022-05"2019-10-08 07:03:08.880442-05"2019-10-08 07:06:34.415436-05
18197"959"25857"t"2019-10-08 07:06:40.517078-05"2019-10-08 07:06:40.521699-05"2019-10-08 07:06:40.521711-05
18198"959"25777"t"2019-10-08 07:07:00.691839-05"2019-10-08 07:07:00.696396-05"2019-10-08 07:07:00.696406-05
18199"959"28684"t"2019-10-08 07:07:15.976538-05"2019-10-08 07:07:15.981259-05"2019-10-08 07:07:15.981269-05
18182"959"35020"t"2019-10-08 07:07:23.276053-05"2019-10-08 07:00:05.491361-05"2019-10-08 07:07:23.282719-05
18200"959"34987"t"2019-10-08 07:07:27.346374-05"2019-10-08 07:07:27.350917-05"2019-10-08 07:07:27.350928-05
18201"959"25436"t"2019-10-08 07:07:31.131593-05"2019-10-08 07:07:31.136193-05"2019-10-08 07:07:31.136205-05
18202"959"25684"t"2019-10-08 07:07:33.182951-05"2019-10-08 07:07:33.187724-05"2019-10-08 07:07:33.187735-05
18203"959"29577"t"2019-10-08 07:07:36.390572-05"2019-10-08 07:07:36.397786-05"2019-10-08 07:07:36.397801-05
18204"959"25656"t"2019-10-08 07:07:40.717929-05"2019-10-08 07:07:40.722557-05"2019-10-08 07:07:40.722568-05
18205"960"25478"t"2019-10-08 10:37:52.566337-05"2019-10-08 10:37:52.570839-05"2019-10-08 10:37:52.570849-05
18206"960"29598"t"2019-10-08 10:38:02.038971-05"2019-10-08 10:38:02.043742-05"2019-10-08 10:38:02.043754-05
18207"960"25680"t"2019-10-08 10:38:07.13198-05"2019-10-08 10:38:07.136617-05"2019-10-08 10:38:07.136628-05
18208"960"35002"t"2019-10-08 10:38:09.994044-05"2019-10-08 10:38:09.998567-05"2019-10-08 10:38:09.998579-05
18209"960"32229"t"2019-10-08 10:38:20.3077-05"2019-10-08 10:38:20.312454-05"2019-10-08 10:38:20.312465-05
18210"960"29450"t"2019-10-08 10:38:23.509957-05"2019-10-08 10:38:23.51458-05"2019-10-08 10:38:23.51459-05
18211"960"25732"t"2019-10-08 10:38:30.768012-05"2019-10-08 10:38:30.772737-05"2019-10-08 10:38:30.772749-05
18212"960"25786"t"2019-10-08 10:38:34.888821-05"2019-10-08 10:38:34.89374-05"2019-10-08 10:38:34.893757-05
18213"960"29545"t"2019-10-08 10:38:54.567286-05"2019-10-08 10:38:54.57202-05"2019-10-08 10:38:54.572032-05
18214"960"34992"t"2019-10-08 10:39:00.085928-05"2019-10-08 10:39:00.090437-05"2019-10-08 10:39:00.090448-05
18215"960"35000"t"2019-10-08 10:39:10.447279-05"2019-10-08 10:39:10.451836-05"2019-10-08 10:39:10.451847-05
18216"960"25857"t"2019-10-08 10:39:21.556128-05"2019-10-08 10:39:21.560733-05"2019-10-08 10:39:21.560744-05
18217"960"25675"t"2019-10-08 10:39:31.702541-05"2019-10-08 10:39:31.707206-05"2019-10-08 10:39:31.707217-05
18218"960"35020"t"2019-10-08 10:39:35.089084-05"2019-10-08 10:39:35.093667-05"2019-10-08 10:39:35.093688-05
18219"960"34987"t"2019-10-08 10:39:38.922901-05"2019-10-08 10:39:38.92762-05"2019-10-08 10:39:38.927631-05
18220"960"25777"t"2019-10-08 10:39:43.271015-05"2019-10-08 10:39:43.275453-05"2019-10-08 10:39:43.275465-05
18221"960"28684"t"2019-10-08 10:39:47.727149-05"2019-10-08 10:39:47.731637-05"2019-10-08 10:39:47.731647-05
18222"960"28629"t"2019-10-08 10:39:58.740888-05"2019-10-08 10:39:58.745768-05"2019-10-08 10:39:58.74578-05
18223"960"29597"t"2019-10-08 10:40:12.905007-05"2019-10-08 10:40:12.911708-05"2019-10-08 10:40:12.911725-05
18224"960"29577"t"2019-10-08 10:40:19.820242-05"2019-10-08 10:40:19.824861-05"2019-10-08 10:40:19.824871-05
18225"960"25436"t"2019-10-08 10:40:25.130143-05"2019-10-08 10:40:25.135504-05"2019-10-08 10:40:25.135515-05
18226"960"25656"t"2019-10-08 10:40:38.733131-05"2019-10-08 10:40:38.740357-05"2019-10-08 10:40:38.740377-05
18227"960"25684"t"2019-10-08 10:40:43.884791-05"2019-10-08 10:40:43.889747-05"2019-10-08 10:40:43.889762-05
18228"961"25684"t"2019-10-08 13:47:36.360856-05"2019-10-08 13:47:36.3657-05"2019-10-08 13:47:36.36571-05
18229"961"25777"t"2019-10-08 13:47:39.571927-05"2019-10-08 13:47:39.576503-05"2019-10-08 13:47:39.576514-05
18230"961"28684"t"2019-10-08 13:47:45.174006-05"2019-10-08 13:47:45.178568-05"2019-10-08 13:47:45.178582-05
18231"961"28629"t"2019-10-08 13:47:58.30826-05"2019-10-08 13:47:58.312971-05"2019-10-08 13:47:58.312983-05
18232"961"25478"t"2019-10-08 13:48:02.939174-05"2019-10-08 13:48:02.943877-05"2019-10-08 13:48:02.943887-05
18233"961"29597"t"2019-10-08 13:48:11.708587-05"2019-10-08 13:48:11.713263-05"2019-10-08 13:48:11.713274-05
18234"961"35002"t"2019-10-08 13:48:19.460398-05"2019-10-08 13:48:19.464993-05"2019-10-08 13:48:19.465005-05
18235"961"35000"t"2019-10-08 13:48:25.6867-05"2019-10-08 13:48:25.691201-05"2019-10-08 13:48:25.691212-05
18236"961"34992"t"2019-10-08 13:48:28.778417-05"2019-10-08 13:48:28.78523-05"2019-10-08 13:48:28.785249-05
18237"961"29545"t"2019-10-08 13:48:32.421874-05"2019-10-08 13:48:32.428771-05"2019-10-08 13:48:32.428782-05
18238"961"32229"t"2019-10-08 13:48:35.501478-05"2019-10-08 13:48:35.506164-05"2019-10-08 13:48:35.506174-05
18239"961"25656"t"2019-10-08 13:48:42.346607-05"2019-10-08 13:48:42.35117-05"2019-10-08 13:48:42.351185-05
18240"961"25680"t"2019-10-08 13:48:45.659776-05"2019-10-08 13:48:45.664407-05"2019-10-08 13:48:45.664417-05
18241"961"29598"t"2019-10-08 13:48:50.635513-05"2019-10-08 13:48:50.640123-05"2019-10-08 13:48:50.640134-05
18242"961"29450"t"2019-10-08 13:48:59.787708-05"2019-10-08 13:48:59.79254-05"2019-10-08 13:48:59.792551-05
18243"961"25786"t"2019-10-08 13:49:05.549157-05"2019-10-08 13:49:05.553718-05"2019-10-08 13:49:05.553729-05
18244"961"25732"t"2019-10-08 13:49:12.746986-05"2019-10-08 13:49:12.751525-05"2019-10-08 13:49:12.751535-05
18245"961"25675"t"2019-10-08 13:49:19.707544-05"2019-10-08 13:49:19.712148-05"2019-10-08 13:49:19.712159-05
18246"961"25857"t"2019-10-08 13:49:24.096791-05"2019-10-08 13:49:24.102833-05"2019-10-08 13:49:24.102845-05
18247"961"29577"t"2019-10-08 13:49:31.643268-05"2019-10-08 13:49:31.648098-05"2019-10-08 13:49:31.648109-05
18248"961"25436"t"2019-10-08 13:49:34.501238-05"2019-10-08 13:49:34.505955-05"2019-10-08 13:49:34.505965-05
18249"961"34987"t"2019-10-08 13:49:41.418521-05"2019-10-08 13:49:41.422995-05"2019-10-08 13:49:41.423006-05
18250"961"35020"t"2019-10-08 13:49:55.421038-05"2019-10-08 13:49:55.42556-05"2019-10-08 13:49:55.42557-05
18251"962"34987"t"2019-10-11 10:32:40.3967-05"2019-10-11 10:32:40.401594-05"2019-10-11 10:32:40.401617-05
18252"962"34992"t"2019-10-11 10:32:47.216987-05"2019-10-11 10:32:47.221572-05"2019-10-11 10:32:47.221583-05
18253"962"35000"t"2019-10-11 10:33:02.804523-05"2019-10-11 10:33:02.809116-05"2019-10-11 10:33:02.809128-05
18254"962"35002"t"2019-10-11 10:33:22.052833-05"2019-10-11 10:33:22.057651-05"2019-10-11 10:33:22.057662-05
18255"962"29597"t"2019-10-11 10:33:37.242708-05"2019-10-11 10:33:37.24731-05"2019-10-11 10:33:37.247321-05
18256"962"25857"t"2019-10-11 10:33:49.876492-05"2019-10-11 10:33:49.881417-05"2019-10-11 10:33:49.881428-05
18257"962"25680"t"2019-10-11 10:34:03.964755-05"2019-10-11 10:34:03.969566-05"2019-10-11 10:34:03.969579-05
18258"962"32229"t"2019-10-11 10:34:08.513146-05"2019-10-11 10:34:08.520157-05"2019-10-11 10:34:08.520175-05
18259"962"29450"t"2019-10-11 10:34:16.144382-05"2019-10-11 10:34:16.149043-05"2019-10-11 10:34:16.149053-05
